Using configfile tools/sidid/sidid.cfg
--- SIDId engine classification for HVSC #85 (hvsc85/).
--- generator: tools/sidid (upstream cadaver/sidid @ ee92b8d96d9dda6d06d24674740577ddcbfe4f79 2026-07-14), SIDId V1.09,
---   PATCHED to not truncate paths at 56 chars -- see tools/sidid_no_truncate.patch.
MUSICIANS/M/Mateus/Hawaii.sid                            Music_Assembler
MUSICIANS/M/Mateus/Heart_Beats.sid                       Music_Assembler
MUSICIANS/M/Mateus/Jejune_Music.sid                      Music_Assembler
MUSICIANS/M/Mateus/Just_for_Fun_1.sid                    Music_Assembler
MUSICIANS/M/Mateus/Just_for_Fun_2.sid                    Music_Assembler
MUSICIANS/M/Mateus/Just_for_Fun_3.sid                    Music_Assembler
MUSICIANS/M/Mateus/Machine.sid                           Music_Assembler
MUSICIANS/M/Mateus/Magazine_Tune.sid                     Music_Assembler
MUSICIANS/M/Mateus/Melody.sid                            Music_Assembler
MUSICIANS/M/Mateus/Mysterious_Time.sid                   Music_Assembler
MUSICIANS/M/Mateus/Nightmare.sid                         Music_Assembler
MUSICIANS/M/Mateus/Ninja_Revenge.sid                     Music_Assembler
MUSICIANS/M/Mateus/Opening_Notes.sid                     Music_Assembler
MUSICIANS/M/Mateus/Pozitronic.sid                        Music_Assembler
MUSICIANS/M/Mateus/Pra-Se_highscore.sid                  Music_Assembler
MUSICIANS/M/Mateus/Revenge_of_the_Beast.sid              Music_Assembler
MUSICIANS/M/Mateus/Score_33.sid                          Music_Assembler
MUSICIANS/M/Mateus/Strip_Poker_tune_1.sid                Music_Assembler
MUSICIANS/M/Mateus/Strip_Poker_tune_2.sid                Music_Assembler
MUSICIANS/M/Mateus/Strip_Poker_tune_3.sid                Music_Assembler
MUSICIANS/M/Mateus/Strip_Poker_tune_4.sid                Music_Assembler
MUSICIANS/M/Mateus/Sunny_Music_extended_ver.sid          Music_Assembler
MUSICIANS/M/Mateus/Tarzan.sid                            Music_Assembler
MUSICIANS/M/Mateus/TeTa.sid                              Music_Assembler
MUSICIANS/M/Mateus/TeTa_Dance_Mix.sid                    Music_Assembler
MUSICIANS/M/Mateus/Walkerz.sid                           Music_Assembler
MUSICIANS/M/Mateus/Zacell.sid                            Music_Assembler
MUSICIANS/M/Matrix/Matrix_01.sid                         DMC
MUSICIANS/M/Matrix/Matrix_02.sid                         DMC
MUSICIANS/M/Matrix/Matrix_03.sid                         DMC
MUSICIANS/M/Matrix/Matrix_04.sid                         DMC
MUSICIANS/M/Matrix/Matrix_05.sid                         DMC
MUSICIANS/M/Matrix/Matrix_06.sid                         DMC
MUSICIANS/M/Matrix/Matrix_07.sid                         DMC
MUSICIANS/M/Matrix/Matrix_08.sid                         DMC
MUSICIANS/M/Matrix/Matrix_09.sid                         DMC
MUSICIANS/M/Matrix/Matrix_10.sid                         DMC
MUSICIANS/M/Matrix/Matrix_11.sid                         DMC
MUSICIANS/M/Matrix/Matrix_12.sid                         DMC
MUSICIANS/M/Matt/Allo_Allo.sid                           Master_Composer
MUSICIANS/M/Matt/Angel.sid                               Electrosound
MUSICIANS/M/Matt/Angel_v2.sid                            Master_Composer
MUSICIANS/M/Matt/Axel_F.sid                              Electrosound
MUSICIANS/M/Matt/Billie_Jean.sid                         Electrosound
MUSICIANS/M/Matt/Binary_01.sid                           Electrosound
MUSICIANS/M/Matt/Butterflies.sid                         Master_Composer
MUSICIANS/M/Matt/Deck_the_Halls.sid                      Electrosound
MUSICIANS/M/Matt/Dress_You_Up.sid                        Master_Composer
MUSICIANS/M/Matt/Eastenders.sid                          Master_Composer
MUSICIANS/M/Matt/Ecliptic.sid                            Electrosound
MUSICIANS/M/Matt/Entertainer.sid                         Electrosound
MUSICIANS/M/Matt/Eye_of_the_Tiger.sid                    Master_Composer
MUSICIANS/M/Matt/Fugue_12.sid                            Master_Composer
MUSICIANS/M/Matt/Ghostbusters.sid                        Master_Composer
MUSICIANS/M/Matt/God_Rest_You.sid                        Electrosound
MUSICIANS/M/Matt/Heard_on_High.sid                       Electrosound
MUSICIANS/M/Matt/Into_the_Groove.sid                     Master_Composer
MUSICIANS/M/Matt/James_Bond_Theme.sid                    Master_Composer
MUSICIANS/M/Matt/James_Bond_Theme_remix.sid              Master_Composer
MUSICIANS/M/Matt/Jingle_Bells.sid                        Electrosound
MUSICIANS/M/Matt/Marche_Militaire.sid                    Master_Composer
MUSICIANS/M/Matt/Merry_Xmas.sid                          Master_Composer
MUSICIANS/M/Matt/Mind_Smear.sid                          Electrosound
MUSICIANS/M/Matt/Orionis.sid                             Master_Composer
MUSICIANS/M/Matt/Prelude_15_V1.sid                       Master_Composer
MUSICIANS/M/Matt/Prelude_15_V2.sid                       Electrosound
MUSICIANS/M/Matt/Say_You_Say_Me.sid                      Master_Composer
MUSICIANS/M/Matt/Silent_Night.sid                        Electrosound
MUSICIANS/M/Matt/Spooky.sid                              Master_Composer
MUSICIANS/M/Matt/Startin_Somethin.sid                    Electrosound
MUSICIANS/M/Matt/Tenko.sid                               Master_Composer
MUSICIANS/M/Matt/Thriller.sid                            Master_Composer
MUSICIANS/M/Matt/White_Wedding.sid                       Electrosound
MUSICIANS/M/Matt_Acme/For_Believe_collection.sid         DMC
MUSICIANS/M/Matt_Acme/For_Believe_intro.sid              DMC
MUSICIANS/M/Matt_Acme/Jingle_Bells.sid                   DMC
MUSICIANS/M/Mauer_Alex/Bowmans_Tower.sid                 GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Breakin_Theres_No_Stopping.sid    GoatTracker_V2.x
MUSICIANS/M/Mauer_Alex/Garwor.sid                        GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Indiana_Joe.sid                   GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Lil_Bass.sid                      GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/MOS_Deth.sid                      GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Nite_Ride.sid                     GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Red_Leg_Blue_Leg.sid              GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Rubix_Cubism.sid                  GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Titusville_TV.sid                 GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/UFO_Hovercraft.sid                GoatTracker_V1.x
MUSICIANS/M/Mauer_Alex/Zonik.sid                         GoatTracker_V1.x
MUSICIANS/M/Max_F3H/C64_and_Chips.sid                    Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Captain_Alehouse.sid                 Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Combat_Maze.sid                      Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Cosmic_Ark.sid                       Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Future_Shock_Remake.sid              Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Future_Shock_Remix_2021.sid          Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Knight_Tyme.sid                      Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Knuckle_Re-mix.sid                   Soundmonitor
MUSICIANS/M/Max_F3H/Max_vs_SID.sid                       GoatTracker_V2.x
MUSICIANS/M/Max_F3H/New_Frontier.sid                     Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Pattern_Editor.sid                   Soundmonitor
MUSICIANS/M/Max_F3H/Rockmonitor_4_Tester.sid             Soundmonitor
MUSICIANS/M/Max_F3H/Rollercoaster.sid                    Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Shes_Lost_Control.sid                Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Sirius-Eye_in_the_Sky.sid            Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Solitude.sid                         Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Space_Chase.sid                      Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/SpongeBog.sid                        Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Starsky_and_Hutch_Theme.sid          Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Synth_Sample_III_Remake.sid          Hermit/SidWizard_V1.x
MUSICIANS/M/Max_F3H/Techno_Rave_Stomper.sid              GoatTracker_V2.x
MUSICIANS/M/Max_F3H/Trendy_Bopp.sid                      Soundmonitor
MUSICIANS/M/Max_Oxygen/Ability.sid                       DMC
MUSICIANS/M/Max_Oxygen/Amiga.sid                         DMC
MUSICIANS/M/Max_Oxygen/Bacha.sid                         DMC
MUSICIANS/M/Max_Oxygen/Bia_la_sfida_della_magia.sid      DMC
MUSICIANS/M/Max_Oxygen/Bielyje_Rozy.sid                  DMC
MUSICIANS/M/Max_Oxygen/Flower.sid                        DMC
MUSICIANS/M/Max_Oxygen/GO.sid                            DMC
MUSICIANS/M/Max_Oxygen/Grucha.sid                        DMC
MUSICIANS/M/Max_Oxygen/Helena_i_Chlopy.sid               DMC
MUSICIANS/M/Max_Oxygen/Hit_Mix.sid                       DMC
MUSICIANS/M/Max_Oxygen/Hopeless.sid                      DMC
MUSICIANS/M/Max_Oxygen/Inverse_3.sid                     DMC
MUSICIANS/M/Max_Oxygen/Life_and_Dead.sid                 DMC
MUSICIANS/M/Max_Oxygen/Makumba.sid                       DMC
MUSICIANS/M/Max_Oxygen/Marina.sid                        DMC
MUSICIANS/M/Max_Oxygen/Mydelko_Fa.sid                    DMC
MUSICIANS/M/Max_Oxygen/Napierdalator.sid                 DMC
MUSICIANS/M/Max_Oxygen/Nicky_Boom.sid                    DMC
MUSICIANS/M/Max_Oxygen/Pokolenia.sid                     DMC
MUSICIANS/M/Max_Oxygen/Post.sid                          DMC
MUSICIANS/M/Max_Oxygen/Psychotechno.sid                  DMC
MUSICIANS/M/Max_Oxygen/Psyhic.sid                        DMC
MUSICIANS/M/Max_Oxygen/Sup_Power.sid                     DMC
MUSICIANS/M/Max_Oxygen/Supreme.sid                       DMC
MUSICIANS/M/Max_Oxygen/Supreme_end.sid                   DMC
MUSICIANS/M/Max_Oxygen/Wszystko_Gnije.sid                DMC
MUSICIANS/M/Max_Oxygen/Yo_Raps.sid                       DMC
MUSICIANS/M/Maxx/Acid_Party.sid                          Maxx_Digi
MUSICIANS/M/Maxx/Dream_World_intro.sid                   Maxx_Digi
MUSICIANS/M/Maxx/Last_Words.sid                          Maxx_Digi
MUSICIANS/M/Maxx/Red_Sector.sid                          Maxx_Digi
MUSICIANS/M/Maxx/Smile_On.sid                            Maxx_Digi
MUSICIANS/M/Mayer_Ronald/Alien_Destroyer_BASIC.sid       Basic_Program
MUSICIANS/M/Mayer_Ronald/Interceptor_Base_BASIC.sid      Basic_Program
MUSICIANS/M/Mayer_Ronald/Roadpainter_BASIC.sid           Basic_Program
MUSICIANS/M/Mayer_Ronald/Spiders_BASIC.sid               Basic_Program
MUSICIANS/M/Maze/Alien_Finale.sid                        GoatTracker_V2.x
MUSICIANS/M/Maze/Balls_Might_Touch.sid                   GoatTracker_V2.x
MUSICIANS/M/Maze/Ergonomic_Cube_Massage.sid              GoatTracker_V2.x
MUSICIANS/M/Maze/Error_in_the_Syntax.sid                 GoatTracker_V2.x
MUSICIANS/M/Maze/FatZooMania.sid                         GoatTracker_V2.x
MUSICIANS/M/Maze/Fjortis_tune_1.sid                      GoatTracker_V2.x
MUSICIANS/M/Maze/Fjortis_tune_2.sid                      GoatTracker_V2.x
MUSICIANS/M/Maze/Forever_Dreaming.sid                    GoatTracker_V2.x
MUSICIANS/M/Maze/Good_Ol_Times.sid                       GoatTracker_V2.x
MUSICIANS/M/Maze/Happy_New_Year.sid                      GoatTracker_V2.x
MUSICIANS/M/Maze/I_Feel_the_Beat.sid                     GoatTracker_V2.x
MUSICIANS/M/Maze/Last_Minute_Splash.sid                  GoatTracker_V2.x
MUSICIANS/M/Maze/Mindful_State.sid                       GoatTracker_V2.x
MUSICIANS/M/Maze/Moskau.sid                              GoatTracker_V2.x
MUSICIANS/M/Maze/Pac-God.sid                             GoatTracker_V2.x
MUSICIANS/M/Maze/Partypopper_tune_1.sid                  GoatTracker_V2.x
MUSICIANS/M/Maze/Partypopper_tune_3.sid                  GoatTracker_V2.x
MUSICIANS/M/Maze/Plain_Paper_Plane_Intro.sid             GoatTracker_V2.x
MUSICIANS/M/Maze/Resistance_Intro_2.sid                  GoatTracker_V2.x
MUSICIANS/M/Maze/SNG_Invitetro.sid                       GoatTracker_V2.x
MUSICIANS/M/Maze/Salvaged.sid                            GoatTracker_V2.x
MUSICIANS/M/Maze/Silly_Venture_2022_SE.sid               GoatTracker_V2.x
MUSICIANS/M/Maze/SilverHawk_30_Years.sid                 GoatTracker_V2.x
MUSICIANS/M/Maze/Snowman.sid                             GoatTracker_V2.x
MUSICIANS/M/Maze/Stand_with_Ukraine.sid                  GoatTracker_V2.x
MUSICIANS/M/Maze/Summer_Postcard.sid                     GoatTracker_V2.x
MUSICIANS/M/Maze/Sweet_Sixteen_tune_1.sid                GoatTracker_V2.x
MUSICIANS/M/Maze/Sweet_Sixteen_tune_2.sid                GoatTracker_V2.x
MUSICIANS/M/Maze/Sweet_Sixteen_tune_3.sid                GoatTracker_V2.x
MUSICIANS/M/Maze/VXL.sid                                 GoatTracker_V2.x
MUSICIANS/M/Maze/Vibrations_of_the_Night.sid             GoatTracker_V2.x
MUSICIANS/M/Maze/When_the_Gubbs_Unite.sid                GoatTracker_V2.x
MUSICIANS/M/Maze/Xmas_Demo.sid                           GoatTracker_V2.x
MUSICIANS/M/McBarn/Arnolds_Dilemma.sid                   GoatTracker_V1.x
MUSICIANS/M/McBarn/Strike.sid                            GoatTracker_V1.x
MUSICIANS/M/McBarn/Wobbly_the_Duck.sid                   GoatTracker_V1.x
MUSICIANS/M/McBride_Peter/Paddingtons_Shopping_Mix-Up_Grocer_BASIC.sid Basic_Program
MUSICIANS/M/McBride_Peter/Paddingtons_Shopping_Mix-Up_Which_BASIC.sid Basic_Program
MUSICIANS/M/McBride_Peter/Whats_the_Time_BASIC.sid       Basic_Program
MUSICIANS/M/McDowell_Stuart/A_Little_Something.sid       Acid_Player
MUSICIANS/M/McDowell_Stuart/Bodge_Job.sid                Acid_Player
MUSICIANS/M/McDowell_Stuart/C128_f0.sid                  Acid_Player
MUSICIANS/M/McDowell_Stuart/C128_it9.sid                 Acid_Player
MUSICIANS/M/McDowell_Stuart/C128_n4.sid                  Acid_Player
MUSICIANS/M/McDowell_Stuart/C128_t4.sid                  Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_1.sid                   Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_2.sid                   Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_3.sid                   Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_4.sid                   Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_5.sid                   Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_6.sid                   Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_D12.sid                 Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_D13.sid                 Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_D14.sid                 Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_St-02.sid               Acid_Player
MUSICIANS/M/McDowell_Stuart/Demo_St-02b.sid              Acid_Player
MUSICIANS/M/McDowell_Stuart/Eliminator.sid               Acid_Player
MUSICIANS/M/McDowell_Stuart/Filter_Test.sid              Acid_Player
MUSICIANS/M/McDowell_Stuart/High_Score_Ditty.sid         Acid_Player
MUSICIANS/M/McDowell_Stuart/L_01_trial.sid               Acid_Player
MUSICIANS/M/McDowell_Stuart/New_Routine_M-02.sid         Acid_Player
MUSICIANS/M/McDowell_Stuart/New_Routine_M-03.sid         Acid_Player
MUSICIANS/M/McDowell_Stuart/Smile.sid                    Acid_Player
MUSICIANS/M/McDowell_Stuart/Test_File_R.sid              Acid_Player
MUSICIANS/M/McDowell_Stuart/Work_Tune_1.sid              Acid_Player
MUSICIANS/M/McDowell_Stuart/Work_Tune_2.sid              Acid_Player
MUSICIANS/M/McDowell_Stuart/Work_Tune_3.sid              Acid_Player
MUSICIANS/M/McDowell_Stuart/Zygon.sid                    Acid_Player
MUSICIANS/M/McDowell_Stuart/Zygon_Loader.sid             Acid_Player
MUSICIANS/M/Mc_Olly/Dr_Alban_preview.sid                 LordsOfSonics/MS
MUSICIANS/M/Mc_Olly/Dream_Janine.sid                     MoN/FutureComposer
MUSICIANS/M/Mc_Olly/Endless_preview.sid                  LordsOfSonics/MS
MUSICIANS/M/Mc_Olly/Leos_Remix.sid                       LordsOfSonics/MS
MUSICIANS/M/Mc_Olly/Look_preview.sid                     LordsOfSonics/MS
MUSICIANS/M/Mc_Olly/Mc_Mack_Mix.sid                      MoN/FutureComposer
MUSICIANS/M/Mc_Olly/No_Coke_preview.sid                  LordsOfSonics/MS
MUSICIANS/M/Mc_Olly/Yo_Bitch_preview.sid                 LordsOfSonics/MS
MUSICIANS/M/Mc_Whisper/Char-Wandler_V2_0_intro.sid       Vibrants/Laxity
MUSICIANS/M/Mc_Whisper/Divine_Deflection_Intro.sid       MoN/FutureComposer
MUSICIANS/M/Mc_Whisper/Divine_Deflection_Intro_v2.sid    MoN/FutureComposer
MUSICIANS/M/Mc_Whisper/Orion_Intro.sid                   MoN/FutureComposer
MUSICIANS/M/Mc_Whisper/Zessma_part_2.sid                 MoN/FutureComposer
MUSICIANS/M/Mc_Zak/Mc_Zak_01.sid                         DMC
MUSICIANS/M/Mc_Zak/Mc_Zak_02.sid                         DMC
MUSICIANS/M/Mc_Zak/Mc_Zak_03.sid                         DMC
MUSICIANS/M/Mc_Zak/Mc_Zak_04.sid                         DMC
MUSICIANS/M/Mc_Zak/Mc_Zak_05.sid                         DMC
MUSICIANS/M/Mc_Zak/Mc_Zak_06.sid                         DMC
MUSICIANS/M/Mc_Zak/Something.sid                         DMC
MUSICIANS/M/Mc_Zak/Something_note.sid                    DMC
MUSICIANS/M/Mcee/Break_the_Chain.sid                     Mcee_Digi
MUSICIANS/M/Mcee/Finally_I-Play.sid                      Mcee_Digi
MUSICIANS/M/Mcee/Grapevine_9_intro.sid                   Mcee_Digi
MUSICIANS/M/Mcee/Lord_Have_Mercy.sid                     Mcee_Digi
MUSICIANS/M/Mcee/No_Limits.sid                           Mcee_Digi
MUSICIANS/M/Mcee/She_Drives_Me_Crazy.sid                 Mcee_Digi
MUSICIANS/M/Medvurst/8331_Nyliram.sid                    GoatTracker_V2.x
MUSICIANS/M/Medvurst/Introohmuusick.sid                  GoatTracker_V2.x
MUSICIANS/M/Medvurst/Umma_Gumma_1_tune_2.sid             DMC
MUSICIANS/M/Medvurst/Wes_Elite.sid                       DMC
MUSICIANS/M/Mega9man/Back_to_Pentatonics.sid             DefleMask_v2
MUSICIANS/M/Mega9man/Deflemask_Sucks_So_Bad.sid          DefleMask_v2
MUSICIANS/M/Mega9man/Helpop.sid                          DefleMask_v2
MUSICIANS/M/Mega9man/Santa_Stole_My_Sock_and_Gave_Me_a_Cock.sid GoatTracker_V2.x
MUSICIANS/M/Mega9man/Slimy_Waterfalls.sid                DefleMask_v2
MUSICIANS/M/Mega9man/This_Does_Not_Expand_Dong.sid       DefleMask_v2
MUSICIANS/M/Mega9man/This_Will_Probably.sid              DefleMask_v2
MUSICIANS/M/Mega9man/Welcome_to_Probably_First_SID.sid   DefleMask_v2
MUSICIANS/M/MegaSparky/1981-1986_The_Casiopea_Years_2SID.sid GoatTracker_V2.x
MUSICIANS/M/MegaSparky/DoubleSolo_64.sid                 GoatTracker_V2.x
MUSICIANS/M/MegaSparky/Hexadecimal_Distance.sid          GoatTracker_V2.x
MUSICIANS/M/MegaSparky/Powered_by_Drum_Patterns.sid      GoatTracker_V2.x
MUSICIANS/M/MegaSparky/Scanline_On.sid                   GoatTracker_V2.x
MUSICIANS/M/MegaSparky/Tides_Slide.sid                   GoatTracker_V2.x
MUSICIANS/M/Megmyx/Been_Done_Mix_X.sid                   JCH_NewPlayer
MUSICIANS/M/Megmyx/C_Crash.sid                           JCH_NewPlayer
MUSICIANS/M/Megmyx/Check_Out.sid                         JCH_NewPlayer
MUSICIANS/M/Megmyx/Close_Encounter.sid                   JCH_NewPlayer
MUSICIANS/M/Megmyx/Cool_One.sid                          JCH_NewPlayer
MUSICIANS/M/Megmyx/Crapno.sid                            JCH_NewPlayer
MUSICIANS/M/Megmyx/Dastanzen.sid                         JCH_NewPlayer
MUSICIANS/M/Megmyx/Digital_Groove.sid                    JCH_NewPlayer
MUSICIANS/M/Megmyx/Digital_LSD.sid                       JCH_NewPlayer
MUSICIANS/M/Megmyx/Dominator_Mix.sid                     JCH_NewPlayer
MUSICIANS/M/Megmyx/Dopeyday.sid                          JCH_NewPlayer
MUSICIANS/M/Megmyx/Driven_1_Dark_Beauty.sid              JCH_NewPlayer
MUSICIANS/M/Megmyx/Driven_2.sid                          JCH_NewPlayer
MUSICIANS/M/Megmyx/Driven_3_Black_Side_of_Love.sid       JCH_NewPlayer
MUSICIANS/M/Megmyx/Duty_Calls.sid                        JCH_NewPlayer
MUSICIANS/M/Megmyx/Exclusive_Mag_Tune.sid                JCH_NewPlayer
MUSICIANS/M/Megmyx/Gonzoed.sid                           JCH_NewPlayer
MUSICIANS/M/Megmyx/Gooropa.sid                           JCH_NewPlayer
MUSICIANS/M/Megmyx/Happy_Man.sid                         JCH_NewPlayer
MUSICIANS/M/Megmyx/Holy_Eckina.sid                       JCH_NewPlayer
MUSICIANS/M/Megmyx/Horror_House.sid                      JCH_NewPlayer
MUSICIANS/M/Megmyx/I_Hope_Jerry_Likes_It.sid             JCH_NewPlayer
MUSICIANS/M/Megmyx/Its_Great.sid                         JCH_NewPlayer
MUSICIANS/M/Megmyx/Japanese_Twinstar.sid                 JCH_NewPlayer
MUSICIANS/M/Megmyx/Kick.sid                              JCH_NewPlayer
